                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.3389,                0.59346,                0.97914,                0.90556,                 0.8385,                 0.9063,                0.58157,                 1.3092,                0.55429,                0.98195,                0.00307,                0.00307,                0.00307
                     72,                 1.3352,                0.58926,                0.97726,                0.90431,                0.83926,                0.90571,                0.58135,                 1.3098,                0.55363,                0.98253,               0.002971,               0.002971,               0.002971
                     73,                  1.335,                0.58996,                0.97732,                0.90719,                0.83659,                0.90558,                0.58164,                 1.3098,                0.55339,                0.98247,               0.002872,               0.002872,               0.002872
                     74,                 1.3361,                0.59075,                 0.9789,                0.90603,                 0.8376,                0.90617,                0.58177,                 1.3097,                0.55323,                0.98211,               0.002773,               0.002773,               0.002773
                     75,                  1.334,                0.58967,                0.97621,                0.90613,                0.83795,                0.90584,                0.58157,                 1.3097,                0.55352,                0.98225,               0.002674,               0.002674,               0.002674
                     76,                 1.3321,                0.58843,                0.97539,                0.90756,                0.83746,                0.90619,                0.58173,                 1.3102,                0.55329,                0.98227,               0.002575,               0.002575,               0.002575
                     77,                 1.3283,                0.58624,                0.97469,                 0.9061,                0.83778,                0.90602,                0.58219,                 1.3093,                0.55314,                0.98213,               0.002476,               0.002476,               0.002476
                     78,                 1.3333,                0.58784,                0.97734,                0.90587,                0.83867,                0.90591,                0.58216,                 1.3094,                0.55288,                0.98194,               0.002377,               0.002377,               0.002377
                     79,                 1.3324,                0.58598,                0.97334,                0.90434,                0.84002,                0.90595,                0.58172,                 1.3099,                0.55261,                0.98199,               0.002278,               0.002278,               0.002278
                     80,                 1.3286,                0.58379,                0.97447,                0.90669,                0.83893,                0.90616,                0.58211,                 1.3095,                0.55211,                0.98192,               0.002179,               0.002179,               0.002179
                     81,                 1.3282,                0.58441,                0.97332,                0.90652,                0.83932,                0.90617,                0.58239,                 1.3092,                0.55208,                 0.9818,                0.00208,                0.00208,                0.00208
                     82,                 1.3262,                0.58238,                0.97577,                  0.907,                0.83998,                0.90616,                0.58222,                 1.3092,                0.55144,                0.98198,               0.001981,               0.001981,               0.001981
                     83,                 1.3254,                0.58242,                0.97245,                0.90635,                0.84006,                0.90637,                0.58273,                 1.3088,                0.55132,                0.98159,               0.001882,               0.001882,               0.001882
                     84,                 1.3255,                0.58068,                 0.9725,                 0.9054,                0.84047,                0.90644,                0.58263,                  1.309,                0.55065,                0.98155,               0.001783,               0.001783,               0.001783
                     85,                 1.3226,                0.57945,                0.97155,                0.90594,                0.84084,                0.90688,                0.58259,                 1.3092,                0.55069,                0.98163,               0.001684,               0.001684,               0.001684
                     86,                 1.3211,                0.57974,                0.97378,                0.90623,                0.84057,                 0.9068,                0.58262,                 1.3092,                0.55041,                 0.9816,               0.001585,               0.001585,               0.001585
                     87,                 1.3204,                0.57877,                0.97166,                 0.9068,                0.84013,                0.90702,                0.58253,                 1.3093,                 0.5501,                0.98173,               0.001486,               0.001486,               0.001486
