                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.98623,                0.90372,                 1.1236,                 0.8272,                0.77433,                0.84215,                0.65951,                 0.8708,                0.68287,                0.99774,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     28,                0.98197,                0.86403,                 1.1087,                0.80715,                0.79023,                 0.8463,                 0.6681,                0.85942,                0.67237,                0.99276,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     29,                0.96707,                 0.8577,                 1.0964,                0.85511,                0.76379,                 0.8473,                0.67352,                0.85339,                0.66604,                0.98885,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     30,                0.94474,                0.80796,                  1.059,                0.86736,                0.76059,                0.85122,                 0.6741,                0.85104,                0.66228,                0.98615,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     31,                 0.9823,                0.87035,                 1.0967,                0.85065,                0.76633,                0.85473,                0.67736,                0.84888,                0.65593,                0.98402,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     32,                0.88923,                 0.8007,                 1.0751,                0.88088,                0.76167,                0.85844,                0.67988,                 0.8443,                0.64666,                0.98098,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     33,                0.93886,                0.85488,                 1.0852,                0.86428,                0.76793,                0.86106,                0.68403,                0.84012,                0.63755,                 0.9776,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     34,                0.95873,                0.87143,                 1.1011,                0.88316,                0.76217,                0.86371,                 0.6837,                0.83978,                 0.6313,                0.97624,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     35,                0.93544,                0.80805,                 1.0757,                0.89784,                0.75496,                0.86037,                0.68721,                0.83242,                0.62874,                0.97335,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     36,                0.95122,                0.83591,                 1.0686,                0.90312,                0.75414,                0.85783,                0.69049,                0.82442,                0.63081,                0.97143,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     37,                0.91288,                0.79762,                 1.0392,                0.89354,                0.76266,                0.85893,                  0.689,                0.81727,                0.62753,                0.96854,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     38,                0.89776,                0.81057,                 1.0718,                0.89688,                0.76244,                0.86013,                0.69123,                0.81478,                0.62292,                0.96731,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     39,                0.94702,                0.81042,                 1.1047,                0.86236,                 0.7822,                0.86079,                0.69211,                0.81299,                0.61709,                  0.967,              7.541e-05,              7.541e-05,              7.541e-05
                     40,                 0.9129,                0.79767,                 1.0755,                0.85091,                 0.7954,                0.86245,                0.69586,                0.80847,                0.61037,                0.96624,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     41,                0.90305,                0.79793,                 1.0665,                0.86003,                0.78958,                0.86442,                0.69922,                 0.8029,                 0.6045,                0.96347,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     42,                0.95196,                0.81097,                 1.0721,                0.86205,                0.78814,                0.85984,                0.70385,                0.79909,                0.59777,                0.96074,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     43,                0.92347,                0.81455,                 1.0804,                0.86578,                0.78784,                0.86213,                0.70771,                0.79732,                0.59742,                0.95902,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.89559,                0.76714,                 1.0664,                0.88181,                0.78606,                0.86244,                0.70839,                0.79395,                0.59818,                0.95726,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.87142,                 0.8006,                 1.0615,                0.84917,                0.81112,                0.86285,                 0.7102,                0.78894,                0.59691,                0.95495,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.89038,                0.76814,                 1.0616,                0.85981,                0.80159,                0.86363,                0.70879,                0.78496,                0.59573,                0.95314,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.88055,                0.76783,                 1.0595,                0.87723,                0.79405,                0.87075,                0.71071,                0.78332,                0.59229,                 0.9523,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.85816,                0.75878,                 1.0545,                0.88596,                0.78365,                 0.8728,                0.71102,                0.78174,                0.58793,                0.95137,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.92354,                0.79829,                 1.0691,                0.81382,                0.82968,                0.87587,                0.71115,                0.77995,                0.58634,                0.94923,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.84512,                0.76326,                 1.0345,                0.85761,                0.81548,                0.87905,                0.71596,                0.77875,                0.58324,                 0.9476,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.89983,                0.78194,                 1.0487,                0.86471,                 0.8181,                0.88014,                 0.7174,                0.77684,                0.57921,                0.94672,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.85684,                0.71737,                 1.0359,                0.86919,                0.81441,                0.87904,                0.71721,                0.77459,                0.57907,                0.94571,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.88836,                0.75742,                 1.0435,                0.89058,                0.79757,                  0.878,                0.71776,                0.77053,                0.57612,                 0.9438,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.89197,                0.77069,                 1.0376,                   0.89,                0.79795,                0.87691,                0.71627,                0.76944,                0.57613,                 0.9428,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.86285,                 0.7556,                 1.0456,                0.89458,                0.79727,                 0.8766,                0.72091,                0.76502,                0.57229,                0.94125,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.90227,                 0.7606,                 1.0575,                0.90451,                0.79407,                0.87916,                0.72592,                0.76087,                 0.5683,                0.93973,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.86534,                0.76093,                  1.049,                0.90608,                0.78648,                0.87822,                0.72563,                 0.7565,                0.56328,                0.93893,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.87403,                0.73811,                 1.0447,                 0.8856,                0.80109,                0.87822,                 0.7286,                0.75232,                0.55992,                0.93742,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.86005,                0.72149,                  1.041,                0.89423,                0.79988,                0.88073,                0.72756,                0.75004,                0.55843,                0.93671,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.86885,                0.73583,                 1.0491,                0.88827,                 0.8069,                0.88153,                0.72922,                0.74847,                0.55702,                0.93653,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.85853,                0.74875,                  1.064,                0.88141,                0.81287,                  0.883,                0.72878,                0.74462,                0.55498,                0.93602,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                0.86261,                0.73774,                 1.0418,                0.88931,                0.80638,                0.88258,                 0.7309,                0.74085,                0.55237,                0.93475,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.89415,                  0.746,                  1.047,                0.85945,                 0.8303,                0.88312,                0.73236,                0.73819,                0.55284,                0.93402,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.84125,                0.71457,                 1.0349,                0.88526,                 0.8192,                0.88332,                0.73357,                0.73696,                0.55224,                0.93344,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.84916,                0.72386,                 1.0432,                0.88673,                  0.817,                0.88248,                0.72929,                0.73399,                0.55278,                0.93195,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                  0.833,                 0.7013,                 1.0264,                0.89097,                0.81519,                0.88183,                0.73022,                0.73018,                0.55015,                0.92942,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.83134,                0.70826,                 1.0193,                0.87686,                0.82418,                 0.8822,                0.73269,                0.72834,                0.54883,                0.92842,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                 0.8197,                0.68847,                 1.0341,                0.88271,                0.81808,                0.88219,                0.73285,                0.72798,                0.54584,                0.92818,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                 0.8138,                0.69504,                 1.0331,                0.88436,                0.81853,                 0.8839,                 0.7358,                0.72902,                0.54189,                0.92848,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.81151,                0.68495,                 1.0311,                0.88864,                0.81794,                0.88515,                  0.737,                0.72806,                0.53942,                0.92816,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.81659,                0.67936,                 1.0246,                0.88692,                0.81696,                0.88438,                0.73573,                0.72728,                0.53645,                0.92756,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.83046,                0.70279,                 1.0313,                 0.8767,                0.82415,                0.88481,                0.73536,                0.72691,                0.53697,                0.92617,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                 0.8242,                0.70318,                 1.0531,                0.86597,                0.82501,                0.88458,                0.73455,                0.72837,                0.53597,                0.92591,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.82614,                 0.6731,                 1.0238,                0.84827,                0.83242,                 0.8844,                0.73376,                0.72786,                 0.5348,                0.92521,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.84921,                0.71362,                 1.0401,                0.85774,                 0.8269,                  0.884,                0.73545,                0.72483,                0.53289,                0.92428,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.82293,                 0.7235,                 1.0635,                0.87784,                0.82195,                0.88503,                0.73498,                0.72115,                0.53228,                0.92367,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.83815,                 0.6976,                 1.0369,                0.89945,                0.81545,                0.88689,                0.73435,                0.71889,                0.53229,                0.92286,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                 0.8033,                0.67321,                 1.0152,                0.90602,                 0.8118,                0.88629,                0.73667,                0.71708,                0.53058,                0.92206,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.83568,                0.70393,                 1.0294,                0.90637,                 0.8121,                 0.8869,                0.74004,                 0.7156,                0.52791,                0.92177,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.80884,                 0.6556,                 1.0118,                0.91447,                0.80705,                 0.8874,                0.74017,                0.71405,                0.52619,                0.92102,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.83557,                0.70738,                  1.046,                0.91285,                0.80579,                0.88786,                0.74279,                0.71293,                0.52471,                0.92039,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.81962,                0.67996,                 1.0149,                0.90294,                0.81222,                0.88837,                0.74058,                 0.7124,                 0.5226,                0.92002,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.84054,                0.70482,                 1.0189,                0.90256,                0.81151,                0.88875,                 0.7444,                0.71071,                0.52086,                 0.9195,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.84128,                0.71139,                 1.0483,                0.90658,                0.81337,                0.88906,                0.74325,                 0.7101,                0.51989,                0.91944,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.85375,                0.71085,                 1.0395,                 0.9064,                0.81736,                0.88871,                0.74206,                0.70921,                0.51906,                0.91886,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.84534,                0.70063,                 1.0196,                0.90823,                0.81767,                0.88987,                0.74242,                 0.7104,                0.51981,                0.91932,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.85969,                0.71105,                  1.047,                0.90764,                0.81941,                0.88973,                 0.7397,                0.70951,                0.52016,                0.91866,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.78868,                0.68489,                 1.0143,                0.90625,                0.81879,                0.88857,                0.74028,                0.70842,                0.52028,                0.91815,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.81672,                0.67459,                 1.0155,                0.90858,                0.81758,                0.88914,                0.74248,                0.70658,                0.51796,                0.91756,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.81953,                0.68366,                 1.0339,                0.90975,                0.81688,                0.88988,                0.74224,                0.70543,                0.51784,                0.91703,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.88411,                0.79089,                 1.0318,                0.92427,                0.80746,                 0.8913,                0.74113,                0.71073,                0.52289,                0.91722,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.88121,                0.73018,                 1.0161,                0.93214,                0.79852,                 0.8905,                0.73733,                0.71542,                0.52782,                0.91844,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.87915,                0.71722,                 1.0093,                0.93189,                0.79783,                0.89158,                0.73945,                0.71935,                0.53148,                0.91958,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.85042,                0.69925,                0.99803,                0.92213,                 0.7992,                0.89009,                0.73703,                0.72435,                0.53852,                0.92157,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.87094,                0.74205,                 1.0169,                0.89765,                 0.8145,                0.89034,                0.73587,                0.72921,                0.54214,                0.92287,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.83558,                0.67489,                 1.0161,                0.91255,                0.80233,                 0.8888,                0.73634,                0.73077,                0.54389,                0.92315,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.84282,                  0.699,                0.98958,                0.87442,                0.81319,                 0.8782,                0.72959,                0.73655,                 0.5482,                0.92517,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.82373,                0.65375,                  1.007,                   0.91,                 0.8029,                0.88862,                0.73185,                0.73682,                0.54824,                0.92521,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.80389,                0.66369,                0.97711,                0.91414,                0.80433,                0.88902,                0.73097,                0.73888,                0.54965,                0.92588,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.79289,                0.66536,                 1.0078,                0.91466,                0.80446,                0.88884,                0.73304,                0.73799,                0.55034,                0.92577,             3.5462e-06,             3.5462e-06,             3.5462e-06
