                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.3391,                 0.5937,                0.97907,                0.90382,                 0.8386,                0.90602,                0.58126,                   1.31,                0.55472,                0.98208,                0.00307,                0.00307,                0.00307
                     72,                 1.3349,                0.58926,                0.97727,                0.90547,                0.83763,                 0.9058,                0.58121,                 1.3101,                0.55413,                0.98235,               0.002971,               0.002971,               0.002971
                     73,                 1.3349,                0.58991,                0.97749,                0.90586,                0.83782,                0.90567,                0.58128,                   1.31,                0.55397,                0.98224,               0.002872,               0.002872,               0.002872
                     74,                 1.3362,                0.59089,                0.97874,                0.90639,                0.83766,                0.90623,                0.58162,                 1.3095,                0.55355,                0.98172,               0.002773,               0.002773,               0.002773
                     75,                 1.3338,                0.58973,                0.97598,                0.90589,                0.83821,                0.90602,                0.58143,                 1.3095,                0.55378,                0.98176,               0.002674,               0.002674,               0.002674
                     76,                 1.3322,                0.58852,                0.97541,                0.90568,                0.83892,                0.90631,                0.58136,                 1.3102,                0.55351,                0.98216,               0.002575,               0.002575,               0.002575
                     77,                 1.3283,                0.58615,                0.97481,                0.90484,                0.83926,                0.90631,                0.58173,                   1.31,                0.55331,                0.98229,               0.002476,               0.002476,               0.002476
                     78,                 1.3333,                0.58807,                0.97718,                0.90539,                0.83939,                0.90621,                0.58163,                 1.3095,                0.55294,                 0.9819,               0.002377,               0.002377,               0.002377
                     79,                 1.3322,                0.58579,                0.97331,                 0.9056,                 0.8391,                0.90617,                0.58177,                 1.3103,                0.55244,                0.98232,               0.002278,               0.002278,               0.002278
                     80,                 1.3286,                0.58373,                0.97423,                0.90525,                0.84004,                0.90648,                0.58205,                 1.3098,                0.55192,                0.98208,               0.002179,               0.002179,               0.002179
                     81,                  1.328,                0.58439,                0.97295,                0.90706,                 0.8386,                0.90641,                0.58246,                 1.3091,                0.55183,                0.98182,                0.00208,                0.00208,                0.00208
                     82,                 1.3263,                0.58257,                0.97561,                0.90759,                 0.8394,                0.90662,                0.58233,                  1.309,                0.55114,                0.98201,               0.001981,               0.001981,               0.001981
                     83,                 1.3254,                 0.5823,                 0.9723,                0.90724,                0.83886,                 0.9064,                0.58249,                  1.309,                0.55124,                0.98174,               0.001882,               0.001882,               0.001882
                     84,                 1.3256,                0.58103,                0.97236,                0.90749,                0.83939,                0.90675,                 0.5826,                 1.3092,                0.55058,                 0.9817,               0.001783,               0.001783,               0.001783
                     85,                 1.3227,                0.57954,                0.97166,                0.90728,                0.83988,                0.90701,                0.58257,                 1.3094,                0.55044,                0.98181,               0.001684,               0.001684,               0.001684
                     86,                 1.3211,                0.57959,                0.97401,                 0.9072,                0.83997,                0.90725,                0.58255,                 1.3092,                0.55021,                0.98173,               0.001585,               0.001585,               0.001585
                     87,                 1.3204,                0.57889,                0.97126,                0.90629,                0.84033,                0.90715,                0.58245,                 1.3095,                0.55003,                0.98185,               0.001486,               0.001486,               0.001486
                     88,                 1.3197,                0.57685,                0.97035,                0.90659,                 0.8401,                0.90707,                0.58246,                 1.3098,                 0.5502,                0.98177,               0.001387,               0.001387,               0.001387
                     89,                 1.3163,                0.57569,                0.96986,                0.90652,                0.84015,                0.90704,                0.58254,                 1.3097,                0.55004,                0.98177,               0.001288,               0.001288,               0.001288
                     90,                 1.3212,                 0.5772,                0.97246,                0.90683,                0.83997,                0.90702,                0.58246,                 1.3098,                0.54997,                0.98179,               0.001189,               0.001189,               0.001189
                     91,                 1.3119,                0.57154,                0.99729,                0.90572,                0.84055,                0.90674,                0.58204,                 1.3104,                0.55033,                0.98201,                0.00109,                0.00109,                0.00109
                     92,                 1.3077,                0.56525,                0.99341,                0.90669,                0.83895,                0.90664,                0.58216,                 1.3104,                0.55043,                0.98202,               0.000991,               0.000991,               0.000991
                     93,                 1.3063,                0.56326,                0.99285,                0.90677,                0.83909,                0.90645,                0.58195,                 1.3107,                0.55055,                 0.9821,               0.000892,               0.000892,               0.000892
                     94,                 1.3023,                0.56142,                0.99284,                0.90739,                0.83834,                0.90639,                0.58189,                 1.3108,                0.55046,                0.98204,               0.000793,               0.000793,               0.000793
                     95,                  1.302,                0.56099,                0.99349,                0.90706,                0.83887,                0.90632,                0.58193,                 1.3109,                0.55048,                 0.9821,               0.000694,               0.000694,               0.000694
                     96,                 1.3013,                0.55967,                0.99213,                0.90773,                0.83869,                0.90631,                0.58197,                 1.3111,                0.55044,                0.98212,               0.000595,               0.000595,               0.000595
                     97,                 1.3008,                0.55788,                0.99199,                0.90784,                0.83849,                0.90628,                0.58196,                 1.3111,                0.55045,                0.98211,               0.000496,               0.000496,               0.000496
                     98,                 1.2999,                0.55739,                0.99025,                0.90748,                 0.8393,                0.90636,                 0.5819,                 1.3113,                0.55041,                0.98212,               0.000397,               0.000397,               0.000397
                     99,                 1.2987,                0.55671,                0.99109,                0.90737,                0.83921,                0.90626,                0.58178,                 1.3114,                0.55039,                0.98213,               0.000298,               0.000298,               0.000298
                    100,                 1.2992,                0.55652,                0.98977,                0.90747,                0.83884,                0.90623,                0.58173,                 1.3114,                0.55039,                0.98206,               0.000199,               0.000199,               0.000199
